Term,Category Code,Category Name,Tweet,Example Tweet Tokens,Example Tweet Tags
multiple victims reported,T03,Dead people,"RT @BreakingNews: Suspect in custody after Los Angeles Airport shooting; multiple victims reported - @CBSLA, @LAX_Official","RT @BreakingNews : Suspect in custody after Los Angeles Airport shooting ; multiple victims reported - @CBSLA , @LAX_Official","~ @ ~ N P N P ^ ^ ^ V , A N V , @ , @"
murder complaint over collapse,T03,Dead people,Bangladesh building owner faces murder complaint over collapse: The wife of a Bangladeshi garment worker who w... http://t.co/4eBTvL8Us7,Bangladesh building owner faces murder complaint over collapse : The wife of a Bangladeshi garment worker who w ... http://t.co/4eBTvL8Us7,"^ N N V N N P N , D N P D ^ N N O G ~ U"
nightclub fire kills {Number},T03,Dead people,Brazil nightclub fire kills 233 http://t.co/FHJggiJQ,Brazil nightclub fire kills 233 http://t.co/FHJggiJQ,^ N N V $ U
nightclub fire kills {Number} people,T03,Dead people,Brazil nightclub fire kills 232 people http://t.co/EUOSxvMF,Brazil nightclub fire kills 232 people http://t.co/EUOSxvMF,^ N N V $ N U
nightclub fire kills more than {Number},T03,Dead people,Brazil nightclub fire kills more than 200: police - Reuters: AFPBrazil nightclub fire kills mor... http://t.co/PJ4Dr3v4 #headlines #news,Brazil nightclub fire kills more than 200 : police - Reuters : AFPBrazil nightclub fire kills mor ... http://t.co/PJ4Dr3v4 #headlines #news,"^ N N V A P $ , N , ^ , ^ ^ ^ V G ~ U # #"
nightclub fire kills more than {Number} people,T03,Dead people,"Brazil nightclub fire kills more than 230 people: BRASILIA, Brazil (AP) — Flames raced through a crowded nightcl... http://t.co/9QJcBsR6","Brazil nightclub fire kills more than 230 people : BRASILIA , Brazil ( AP ) — Flames raced through a crowded nightcl ... http://t.co/9QJcBsR6","^ N N V A P $ N , ^ , ^ , ^ , , ^ V P D A N , U"
nightclub fire leaves {Number} people dead,T03,Dead people,Brazil nightclub fire leaves 233 people dead – Washington Post: http://t.co/XW8qnlju Brazil nightclub fire leaves... http://t.co/9a6Zs13W,Brazil nightclub fire leaves 233 people dead – Washington Post : http://t.co/XW8qnlju Brazil nightclub fire leaves ... http://t.co/9a6Zs13W,"^ N N V $ N A , ^ N , U ^ N N V , U"
nightclub tragedy,T03,Dead people,Brazil nightclub tragedy | http://t.co/3dLmmwYX http://t.co/n7Xwjeso,Brazil nightclub tragedy | http://t.co/3dLmmwYX http://t.co/n7Xwjeso,^ N N G U U
ninety-{Number} deaths,T03,Dead people,"99 Killed in Philippines Quake:   Ninety-nine deaths have been confirmed due to a 7.2 earthquake, which struck... http://t.co/nN5rEggaGb","99 Killed in Philippines Quake : Ninety-nine deaths have been confirmed due to a 7.2 earthquake , which struck ... http://t.co/nN5rEggaGb","$ V P ^ ^ , $ N V V V A P D $ N , D V , U"
no casualties,T03,Dead people,Sad to see JKIA on fire and to that extent. So sad. I pray there are no casualties.,Sad to see JKIA on fire and to that extent . So sad . I pray there are no casualties .,"A P V ^ P N & P D N , R A , O V X V D N ,"
no confirmed casualties,T03,Dead people,RT @ANCALERTS: NDRRMC: No confirmed casualties yet from landslide reported in Compostela Valley. #PabloPH,RT @ANCALERTS : NDRRMC : No confirmed casualties yet from landslide reported in Compostela Valley . #PabloPH,"~ @ ~ ^ , D V N R P N V P ^ ^ , #"
no deaths,T03,Dead people,RT @wacotrib: News from Hillcrest hospital CEO on West explosion: 61 patients treated so far. No deaths at this time.,RT @wacotrib : News from Hillcrest hospital CEO on West explosion : 61 patients treated so far . No deaths at this time .,"~ @ ~ N P ^ N N P ^ N , $ N V R R , D N P D N ,"
no fatalities,T03,Dead people,"Costa Rica struck by 7.9 mag quake about 38 miles from town of Liberia, centered about 25 miles below the surface. No fatalities reported.","Costa Rica struck by 7.9 mag quake about 38 miles from town of Liberia , centered about 25 miles below the surface . No fatalities reported .","^ ^ V P $ N N P $ N P N P ^ , V P $ N P D N , D N V ,"
nothing left .,T03,Dead people,RT @KXLBlockade: There were at least 50 people in the bar. There is nothing left. - Quebec Firefighter http://t.co/rnadfV8Unx #LacMegantic,RT @KXLBlockade : There were at least 50 people in the bar . There is nothing left . - Quebec Firefighter http://t.co/rnadfV8Unx #LacMegantic,"~ @ ~ X V P A $ N P D N , X V N V , , ^ N U #"
number of dead,T03,Dead people,"RT @CBCAlerts: Number of dead in earthquake that hit central #Philippines now 85. Buildings collapsed, bridges, roads damaged. http://t.co/...","RT @CBCAlerts : Number of dead in earthquake that hit central #Philippines now 85 . Buildings collapsed , bridges , roads damaged . http://t.co/ ...","~ @ ~ N P A P N P V A N R $ , N V , N , N V , U ,"
nurse among victims,T03,Dead people,New York train crash: 'Enormously talented' technician and nurse among victims: The job that had J... http://t.co/UpTTlRn92o #golddigger,New York train crash : ' Enormously talented ' technician and nurse among victims : The job that had J ... http://t.co/UpTTlRn92o #golddigger,"A ^ N N , , R A , N & N P N , D N P V G ~ U #"
official death toll,T03,Dead people,"@MichaelWarbux UPDATE: Quebec police say the official death toll in the Lac-Megantic tragedy has climbed to 15, tragic","@MichaelWarbux UPDATE : Quebec police say the official death toll in the Lac-Megantic tragedy has climbed to 15 , tragic","@ N , ^ N V D A N N P D ^ N V V P $ , A"
official death toll now {Number},T03,Dead people,RT @newswatchcanada: Lac-Mégantic: Official death toll now 37; survivors begin class-action lawsuit  http://t.co/9SGeifwGiW,RT @newswatchcanada : Lac-Mégantic : Official death toll now 37 ; survivors begin class-action lawsuit http://t.co/9SGeifwGiW,"~ @ ~ ^ , A N N R $ , N V A N U"
official says death toll,T03,Dead people,"RT @josheidelson: RT @greenhousenyt: Bangladesh official says death toll from building collapse now tops 1,000. http://t.co/9Yaklt8LEW","RT @josheidelson : RT @greenhousenyt : Bangladesh official says death toll from building collapse now tops 1,000 . http://t.co/9Yaklt8LEW","~ @ ~ ~ @ ~ ^ N V N N P N N R V $ , U"
officials confirm {Number} people killed,T03,Dead people,Officials confirm 8 people killed in Glasgow helicopter crash - CTV News http://t.co/igmYeSaNL4,Officials confirm 8 people killed in Glasgow helicopter crash - CTV News http://t.co/igmYeSaNL4,"^ V $ N V P ^ N N , ^ ^ U"
officials confirm {Number}-{Number} deaths,T03,Dead people,RT @GGPolitics: UPDATE: Officials confirm 5-15 deaths &amp; over 160+ injured in #WestTX; death toll feared to grow http://t.co/DU0Lw1eoUE,RT @GGPolitics : UPDATE : Officials confirm 5-15 deaths & over 160+ injured in #WestTX ; death toll feared to grow http://t.co/DU0Lw1eoUE,"~ @ ~ N , ^ V $ N & P $ V P ^ , N N V P V U"
officials discuss the deadly train crash,T03,Dead people,RT @NewsBreaker: NOW: NTSB officials discuss the deadly train crash in the Bronx - (LIVE) http://t.co/dFuw8wpJRr #MetroNorth http://t.co/Iu...,RT @NewsBreaker : NOW : NTSB officials discuss the deadly train crash in the Bronx - ( LIVE ) http://t.co/dFuw8wpJRr #MetroNorth http://t.co/Iu ...,"~ @ ~ R , ^ ^ V D A N V P D ^ , , A , U # U ,"
officials fear more fatalities,T03,Dead people,RT @KYWNewsradio: #UPDATE: Scottish officials fear more fatalities in helicopter-pub crash - http://t.co/4gFt7EcEZn,RT @KYWNewsradio : #UPDATE : Scottish officials fear more fatalities in helicopter-pub crash - http://t.co/4gFt7EcEZn,"~ @ ~ N , ^ ^ V A N P N N , U"
officials say the death toll,T03,Dead people,RT @CP24: BREAKING: Italian officials say the death toll from recent torrential flash floods on the  island of Sardinia rises to 14.,RT @CP24 : BREAKING : Italian officials say the death toll from recent torrential flash floods on the island of Sardinia rises to 14 .,"~ @ ~ N , A N V D N N P A N N N P D N P ^ V P $ ,"
over {Number} dead,T03,Dead people,Over 200 dead in Brazil nightclub fire: Over 200 dead in Brazil nightclub fire http://t.co/IcTWR8WK,Over 200 dead in Brazil nightclub fire : Over 200 dead in Brazil nightclub fire http://t.co/IcTWR8WK,"P $ A P ^ N N , P $ A P ^ N N U"
over {Number} feared dead,T03,Dead people,"RT @JoaquinKuchar: #USA Official: Over 10,000 feared dead in Typhoon Haiyan: The typhoon is among the most powerful storms ever r... http:/...","RT @JoaquinKuchar : #USA Official : Over 10,000 feared dead in Typhoon Haiyan : The typhoon is among the most powerful storms ever r ... http :/ ...","~ @ ~ # A , P $ V A P ^ ^ , D ^ V P D R A N R V , U E E"
over {Number} lives claimed,T03,Dead people,RT @barrygutierrez3: How can you be pro-life and yet believe that the over 400 lives claimed by #PabloPH were lost just to make a poin ...,RT @barrygutierrez3 : How can you be pro-life and yet believe that the over 400 lives claimed by #PabloPH were lost just to make a poin ...,~ @ ~ R V O V A & R V P D P $ N V P ^ V A R P V D N ~
over {Number} ppl are dead,T03,Dead people,"RT @indiebreakfast: It's #VeteransDay &amp; over 10,000 ppl are dead from #TyphoonHaiyan and you filths are trending #StayStrongJustin you are ...","RT @indiebreakfast : It's #VeteransDay & over 10,000 ppl are dead from #TyphoonHaiyan and you filths are trending #StayStrongJustin you are ...","~ @ ~ L ^ & P $ N V A P ^ & O V V V # O V ,"
past {Number},T03,Dead people,RT @CBSNews: Death toll soars past 80 as frantic search continues for survivors of Philippines earthquake: http://t.co/1oQzxmst1G,RT @CBSNews : Death toll soars past 80 as frantic search continues for survivors of Philippines earthquake : http://t.co/1oQzxmst1G,"~ @ ~ N N N A $ P A N V P N P ^ N , U"
people dead,T03,Dead people,8 people dead in Guatemala due to a 7.5 earthquake,8 people dead in Guatemala due to a 7.5 earthquake,$ N V P ^ A P D $ N
people died,T03,Dead people,"4 people died on train, call for cameras. Hundreds die by car, ...? RT @AP Senators press for required cameras after deadly NYC train crash","4 people died on train , call for cameras . Hundreds die by car , ...? RT @AP Senators press for required cameras after deadly NYC train crash","$ N V P N , V P N , N V P N , , ~ @ N N P A N P A ^ N N"
people killed,T03,Dead people,Metro-North Train Crash: MTA Identifies 4 People Killed - The Weather Channel http://t.co/bHp5sjxut8,Metro-North Train Crash : MTA Identifies 4 People Killed - The Weather Channel http://t.co/bHp5sjxut8,"^ ^ N , ^ V $ N V , D N N U"
people who died,T03,Dead people,RT @HeyimShannonWbu: R.i.p to the people who died in the helicopter crash in Glasgow.,RT @HeyimShannonWbu : R.i.p to the people who died in the helicopter crash in Glasgow .,"~ @ ~ ! P D N O V P D N V P ^ ,"
people who lost their lives,T03,Dead people,Can't help it. I feel so sad for the people who lost their lives on the Costa Concordia. May they rest in peace. ❥,Can't help it . I feel so sad for the people who lost their lives on the Costa Concordia . May they rest in peace . ❥,"V V O , O V R A P D N O V D N P D ^ ^ , V O V P N , E"
people who passed,T03,Dead people,"RT @Baekyeoliee: deep condolences to all people who passed or injured at the 7.1 magnitude quake today in Cebu, Philippines http://t.co/rlH...","RT @Baekyeoliee : deep condolences to all people who passed or injured at the 7.1 magnitude quake today in Cebu , Philippines http://t.co/rlH ...","~ @ ~ A N P D N O V & V P D $ N N N P ^ , ^ U ,"
police casualty bureau number,T03,Dead people,RT @GlasgowCC: Police Casualty Bureau number is 0800 092 0410 #Clutha #PSHelicopter,RT @GlasgowCC : Police Casualty Bureau number is 0800 092 0410 #Clutha #PSHelicopter,~ @ ~ ^ N N N V $ $ $ # #
police confirm names of the last {Number},T03,Dead people,Police confirm names of the last four victims in the Glasgow helicopter crash: The four remaining f... http://t.co/34tcgFsAAm #Follow.me,Police confirm names of the last four victims in the Glasgow helicopter crash : The four remaining f ... http://t.co/34tcgFsAAm #Follow . me,"^ V N P D A $ N P D ^ N N , D N V G ~ U V , O"
police confirm the final number of fatalities,T03,Dead people,RT @RealScotNews: Police confirm the final number of fatalities from Friday night's helicopter crash at #Clutha Vaults pub is nine people.,RT @RealScotNews : Police confirm the final number of fatalities from Friday night's helicopter crash at #Clutha Vaults pub is nine people .,"~ @ ~ ^ V D A N P N P ^ S N N P ^ ^ N V A N ,"
police helicopter crash victims,T03,Dead people,GLASGOW POLICE HELICOPTER CRASH VICTIMS NAMED: http://t.co/LVeTfr3Eco,GLASGOW POLICE HELICOPTER CRASH VICTIMS NAMED : http://t.co/LVeTfr3Eco,"^ ^ N V N V , U"
police lower death toll,T03,Dead people,RT @AP: BREAKING: Police lower death toll in Brazil nightclub fire to 232. -SS,RT @AP : BREAKING : Police lower death toll in Brazil nightclub fire to 232 . -SS,"~ @ ~ N , ^ A N N P ^ N N P $ , G"
police memorial,T03,Dead people,RT @Scotspolfed: Our friend in @MPFed laid wreaths yesterday at National Police Memorial #RIP Tony Collins and Kirsty Nelis #Clutha http://...,RT @Scotspolfed : Our friend in @MPFed laid wreaths yesterday at National Police Memorial #RIP Tony Collins and Kirsty Nelis #Clutha http://...,~ @ ~ D N P @ V N N P ^ ^ ^ # ^ ^ & ^ ^ ^ U
police officer dead,T03,Dead people,RT @911BUFF: BREAKING NEWS! TEXAS EXPLOSION: FIVE FIREFIGHTERS AND ONE POLICE OFFICER DEAD IN EXPLOSION AT FERTILIZER PLANT. FOX. 'PRAY  ...,RT @911BUFF : BREAKING NEWS ! TEXAS EXPLOSION : FIVE FIREFIGHTERS AND ONE POLICE OFFICER DEAD IN EXPLOSION AT FERTILIZER PLANT . FOX . ' PRAY ...,"~ @ ~ V N , ^ N , $ N & $ N N A P N P N N , N , , V ,"
police officer killed,T03,Dead people,"Photo: Kirsty Nelis, reported locally as police officer killed in #Glasgow helicopter crash http://t.co/0QP... http://t.co/iSNVo7wzFc","Photo : Kirsty Nelis , reported locally as police officer killed in #Glasgow helicopter crash http://t.co/0QP ... http://t.co/iSNVo7wzFc","N , ^ ^ , V R P N N V P ^ N N U ~ U"
police officers who were killed,T03,Dead people,Glasgow helicopter crash: bravery of police officers who were killed  #news #uk http://t.co/VhzrmrG1X6,Glasgow helicopter crash : bravery of police officers who were killed #news #uk http://t.co/VhzrmrG1X6,"^ N N , N P ^ ^ O V V # # U"
police say death toll from garment factory collapse,T03,Dead people,"RT @911BUFF: BANGLADESH: POLICE SAY DEATH TOLL FROM GARMENT FACTORY COLLAPSE HAS TOPPED 800, MAKING IT DEADLIEST BUILDING COLLAPSE IN MODER...","RT @911BUFF : BANGLADESH : POLICE SAY DEATH TOLL FROM GARMENT FACTORY COLLAPSE HAS TOPPED 800 , MAKING IT DEADLIEST BUILDING COLLAPSE IN MODER ...","~ @ ~ ^ , N V N N P N N N V V $ , V O A N N P ^ ,"
political story when hundreds have lost life,T03,Dead people,"RT @shukla_tarun: Shameful of @timesnow to lead with political story when hundreds have lost life in #Uttarakhand, stranded. Why not fan yo...","RT @shukla_tarun : Shameful of @timesnow to lead with political story when hundreds have lost life in #Uttarakhand , stranded . Why not fan yo ...","~ @ ~ A P @ P V P A N R N V A N P ^ , V , R R N ! ,"
poor victims,T03,Dead people,"An end to a very terrible day, could care less about the habs losing tho, my mind is on the poor victims in Boston #PRAYFORBOSTON","An end to a very terrible day , could care less about the habs losing tho , my mind is on the poor victims in Boston #PRAYFORBOSTON","D N P D R A N , V V A P D ^ V R , D N V P D A N P ^ #"
pray for the dead,T03,Dead people,"@JessieJ Jessie, Brazil nightclub fire kills 232 in Santa Maria. Pray for the dead. :'(","@JessieJ Jessie , Brazil nightclub fire kills 232 in Santa Maria . Pray for the dead . :'(","@ ^ , ^ N N V $ P ^ ^ , V P D A , E"
quake toll,T03,Dead people,#Philippines Philippines quake Toll touches 155  http://t.co/favSME0URT,#Philippines Philippines quake Toll touches 155 http://t.co/favSME0URT,# ^ ^ ^ V $ U
quake toll leaps,T03,Dead people,"Pakistan quake toll leaps to 238 - An earthquake in Pakistan, powerful enough to prompt the appearance of a small ... http://t.co/RqPzfYTA0x","Pakistan quake toll leaps to 238 - An earthquake in Pakistan , powerful enough to prompt the appearance of a small ... http://t.co/RqPzfYTA0x","^ N N V P $ , D N P ^ , A R P V D N P D A , U"
quake toll reaches {Number},T03,Dead people,"Pakistan quake toll reaches 515, insurgents hamper aid efforts: By Gul Yousufzai ARAWAN, Pakistan (Reuters) - The... http://t.co/jtY4ngvDE4","Pakistan quake toll reaches 515 , insurgents hamper aid efforts : By Gul Yousufzai ARAWAN , Pakistan ( Reuters ) - The ... http://t.co/jtY4ngvDE4","^ N N V $ , N N N N , P ^ ^ ^ , ^ , ^ , , D ~ U"
